Name,Bptf,Cbfa2t3h,Erg,Ets1,Ets2,Etv6,Fli1,Gata1,Gata2,Gata3,Gfi1b,Hhex,Hoxa5,Hoxa9,Hoxb4,Ikzf1,Ldb1,Lmo2,Lyl1,Meis1,Mitf,Myb,Nfe2,Nkx2,Notch,Pbx1,Prdm16,Runx1,Smarcc1,Tal1,Tcf7
LMPP_083,0.896921492,0.663368485,0.808458924,0.739856573,0.594712991,0.790298438,0.746388961,0,0,0,0,0.836004507,0,0.814616305,0,0.828947615,0.749970446,0.746063408,0.79275315,0.667332661,0.803000904,0.686058498,0.827817511,0.708659278,0.549988693,0.718325816,0,0.569546395,0.852335296,0.727274546,0
GMP_099,0.668309211,0.629020452,0.658707059,0,0,0.778890858,0.727611955,0,0,0,0,0,0,0.686403597,0,0.715553025,0.631754183,0.508377476,0.731056464,0.505957102,0.679359677,0.753021009,0.698467657,0,0,0.621459881,0,0.58241827,0.758803787,0.691402958,0
LMPP_062,0.857371537,0.869830346,0.695291189,0.621112227,0,0.877720472,0.790925252,0,0,0.815155368,0,0.870438064,0,0.823970251,0,0.89959598,0.773877137,0.877012243,0.830256022,0.781750876,0,0.84490463,0.868290151,0,0.771265497,0,0,0.757264855,0.875694432,0.792861118,0
LMPP_076,0.755062382,0.748487556,0.826648433,0.86332289,0.399306767,0.765071384,0.829847295,0,0.639143024,0,0,0.836650108,0,0.686434323,0.874607577,0.90670639,0.801945694,0.799231126,0.800635991,0.783254062,0,0.777266823,0.79444647,0.731963639,0.585046617,0,0,0.683188696,0.740024317,0,0
MPP_009,0.77123715,0,0.836954641,0.748867289,0.768137,0.772088902,0.749127103,0,0.669115216,0,0,0.78134409,0,0.708720539,0,0.863663641,0.778899365,0.839868768,0.784452106,0.772109473,0,0.758084676,0.791271781,0.723435187,0.869254693,0,0,0.60342135,0.868487127,0.762814294,0
LMPP_067,0.806794208,0,0.754610092,0.741276461,0,0.751575422,0.707268806,0,0,0,0.803690968,0.800418596,0,0.726361386,0,0.917781513,0.771991469,0.841751679,0.718481684,0.785306006,0,0.778546673,0.786679594,0,0.637955534,0,0,0.652749054,0.856035986,0.733068546,0
MPP_145,0.803795756,0.801906915,0.793490291,0.873270424,0.814838339,0,0.837414822,0,0,0,0,0,0,0.839770309,0.833537056,0.911091778,0.841464534,0.713679249,0.80143069,0.801529171,0,0.671563046,0.703818722,0.750344266,0.858050335,0,0,0.804047847,0.790067487,0.768327738,0
MPP_179,0.822892858,0,0.786551598,0.511930686,0.319310286,0.798368949,0.605374783,0.470911456,0,0,0.306862137,0,0,0.758435804,0,0.814853543,0.68339679,0.837319343,0.726446419,0.778968735,0,0.744134626,0.769570722,0.771273305,0.804989291,0,0.835025592,0.723653081,0.74892626,0.632989544,0
LMPP_207,0.841796803,0.771644255,0.740095074,0.876263561,0.607555063,0,0.799149797,0,0,0,0.822538322,0,0,0,0,0.903610704,0,0.686951506,0.806710372,0.77014345,0,0.791550133,0.741965048,0.727469256,0,0.730557922,0,0.641544873,0.753526032,0,0
LMPP_170,0.708813248,0.716570574,0,0.860326913,0,0.789874106,0.765405361,0,0,0.59658862,0.657582254,0,0,0.704273789,0.823033372,0.84547168,0.704792586,0.778120745,0.70185408,0.721797825,0,0.765909411,0.735336396,0,0.748421215,0.626346519,0,0.687064819,0.761481675,0,0
ST-HSC_083,0.901910864,0.801345841,0.88012874,0.878830254,0,0.96129328,0.916198554,0,0,0,0,0,0,0.933837549,0,0.94633905,0.816203125,0.907635212,0.450447507,0.807642572,0,0,0.77002537,0,0,0,0,0.817556929,0.952968616,0,0
ST-HSC_103,0.854295331,0,0.73573035,0.46434928,0.75238364,0,0.639178774,0,0,0,0,0,0,0.685796712,0,0.758909534,0.696179658,0.785641366,0.486681392,0.733493915,0,0.831062775,0.765671989,0.766132928,0.848570178,0.710914118,0,0.792996381,0.640280394,0,0
CMP_088,0.835473023,0.762103524,0.79153767,0,0.733347617,0.803114441,0.798536501,0,0.60791366,0,0,0,0,0.774366143,0,0.848387171,0.744435299,0.769301018,0.774417497,0.604118901,0,0.837267785,0.742816308,0,0,0,0,0.708761205,0.840538878,0.738185267,0.482498245
ST-HSC_178,0.802667533,0,0.731644535,0.766164562,0.292799464,0.79832116,0.775187523,0,0.679064925,0,0.600243495,0,0,0,0.86379785,0.790901074,0.73742636,0.793746919,0.639342859,0.80522933,0.81359004,0.808500468,0.731987601,0,0.82346921,0.656815785,0,0,0.751680165,0,0
GMP_083,0.790605585,0.661889088,0.692981608,0.686042787,0.808426155,0.767086698,0.760812551,0,0,0,0,0,0,0.271807811,0,0.801000966,0.680623937,0.651445407,0.737819076,0.494885214,0,0.849546129,0.685552109,0,0,0.495466461,0,0.719385925,0.830466582,0.757110106,0
LMPP_024,0.824471927,0.666091396,0.810441348,0.862034566,0,0.827891088,0.742564926,0,0,0,0,0,0,0.809994048,0,0.89409793,0.76430831,0.734392093,0.732545724,0.722776508,0,0.806366376,0.755790218,0,0.747873104,0,0.850901902,0.560969913,0.907553048,0.768291334,0
HSC34_248,0.892523774,0,0.922111674,0.872291149,0.792803329,0.732027936,0.838953856,0,0,0,0,0.879092792,0,0.852320429,0,0.970684594,0.878756677,0.864892278,0.821813721,0.818287297,0,0.875007103,0.81917903,0.881052948,0.684579762,0.862515312,0,0.772057058,0.948334616,0,0
LMPP_053,0.740723656,0,0.761216714,0.74441059,0.7235318,0,0.694696824,0,0,0,0.628689563,0.768585505,0,0.758444434,0,0.891046414,0.612794293,0.631578428,0.788288766,0.701188719,0,0.770633782,0.74474878,0.714452419,0.615057324,0.715599554,0,0.479416855,0.783701369,0,0
GMP_137,0.716184016,0,0.772712993,0,0.775602903,0.806675388,0.820606374,0,0.600482653,0,0,0,0,0.618531122,0,0.833664601,0.633070655,0.77658886,0.728005135,0.640510958,0,0.813290856,0.785504604,0,0.549137624,0.717782563,0,0.72991331,0.883306651,0,0
LMPP_147,0.864604432,0.668778026,0,0.803897119,0.726080249,0.759768094,0.754695898,0,0,0.771296317,0,0,0,0.862154466,0,0.849602438,0.762466587,0.825128596,0.772059339,0.718840596,0,0.811013159,0.758832516,0.718059356,0.514683354,0.726301041,0,0.705737016,0.891268338,0.756161816,0
GMP_072,0.68400926,0.596506125,0.65089179,0,0.682330951,0.766009538,0.759820122,0,0,0,0,0,0,0.615909788,0,0.79133269,0.729977348,0.69171799,0.652524725,0.653458969,0.714725412,0.81148214,0.809629258,0,0,0,0,0.660805945,0.866917825,0.775573265,0
GMP_187,0.769003041,0,0.659534433,0.691686441,0,0.773507962,0.722231673,0,0.637766644,0,0,0.875602161,0,0.689536776,0,0.641988708,0.703488952,0.667958477,0.560432062,0.591938795,0.738710298,0.851617288,0.820392684,0,0.496590557,0.704305701,0,0.712991732,0.79922404,0.716864761,0
LMPP_042,0.773930969,0.659442796,0.840736563,0.875333913,0,0.727630213,0.63399522,0,0,0,0,0,0,0.782966369,0,0.768457038,0.812529033,0.762272313,0.747112058,0.730766804,0,0.735976811,0.788528695,0.73489083,0.679943027,0,0,0,0,0.797048892,0
GMP_003,0.802869933,0.709487767,0.753237026,0,0.782572374,0.77279112,0.817239537,0,0,0,0,0,0,0.837844908,0,0.916016035,0.822119592,0.841307582,0.75057107,0.572618612,0,0.855920756,0.748609784,0,0,0.578065861,0,0.756864773,0.84059662,0,0
LMPP_112,0,0.895993897,0,0,0,0.721464518,0.776246576,0,0.701693858,0,0.929645368,0,0,0.659592291,0,0.809274929,0,0.819882978,0.856864901,0.759169181,0,0.670148234,0.711573484,0.786048593,0.734407763,0.858883957,0,0.78237989,0.730460293,0,0
LMPP_031,0.937576584,0,0,0,0,0.886079706,0.84373877,0,0,0,0,0.644580598,0,0.895770668,0,0.882502655,0,0.935078659,0.704210357,0.831619057,0,0.546264854,0.819225136,0.845734462,0.880995967,0.801201634,0,0.78705857,0.628805788,0,0
MPP_078,0.90963712,0.756776943,0.756607843,0.768618389,0,0.937863132,0.807426418,0,0,0,0,0.817013201,0,0.840040381,0,0.833029669,0.821679457,0.795137479,0.816119228,0.830118922,0,0.761557438,0.836990377,0.770563787,0.817462368,0,0,0.685229316,0.775382965,0,0
ST-HSC_102,0.882143571,0,0.828679134,0.828592965,0.86555807,0.722724966,0.73681892,0,0,0,0,0,0,0.768617801,0,0.754643499,0.77163129,0.793450852,0.717788735,0.744449913,0,0.7990153,0.844751513,0.721116547,0.808683945,0,0,0.6719418,0.790544407,0.69230691,0
MPP_156,0.820654225,0.764879984,0.858912817,0.803897417,0,0.773623318,0.764520774,0,0,0,0,0,0,0.66691886,0,0.787682829,0.834072533,0.8095921,0.771866484,0.757807665,0,0.818149444,0.594172269,0,0.761782442,0.69066413,0,0.656102565,0.823619733,0.725208224,0
MPP_199,0.793597531,0.735754192,0.717298709,0,0,0.607004635,0.761277388,0,0,0,0,0,0,0.710102198,0.765696173,0.77147417,0,0.768232224,0.705280985,0.744973212,0,0.74262384,0.747708479,0.769696276,0.797777294,0.43997593,0,0.605790994,0.78597276,0,0
MPP_104,0.879771622,0.79609939,0.815909094,0.936035618,0.802485246,0.797299209,0.772142666,0,0.689159695,0,0,0,0,0.697940728,0,0.873541057,0.849278875,0,0.798786557,0.792741452,0,0.911744768,0.793231518,0.762813263,0.747306782,0,0,0.750883081,0.932760765,0.800910325,0
ST-HSC_193,0.718657883,0.696809549,0.774472083,0.726270237,0.770918303,0.771791203,0.71794536,0,0,0,0,0,0,0.778622286,0,0.774600189,0,0.828809674,0.791877264,0.790118148,0,0.828905557,0.664622258,0,0.684066174,0,0,0.919331778,0.81309124,0,0
LMPP_177,0.804784307,0.701341315,0.821809892,0.87352353,0,0.734915344,0.804093408,0,0,0,0.78049299,0.829876983,0,0.801529914,0,0.711238493,0.826592055,0.655384144,0.818189207,0.808047832,0,0.830265758,0.753994777,0.795523478,0.605055819,0.592369679,0.824993606,0.66781014,0.896593033,0.764536494,0
LMPP_039,0.688163371,0.702392336,0.761266257,0.780877597,0.76033361,0.823297831,0.789130162,0,0,0,0,0,0,0.755016532,0,0.827564973,0.673347316,0.768284628,0.785897151,0.691359473,0,0.737564973,0.756517983,0.841282414,0.656714007,0.760614827,0,0.618357259,0.814344684,0.711417526,0
LMPP_199,0.829750832,0.717070321,0.805410501,0.861692786,0.756984376,0.684397777,0.791352957,0,0,0,0,0,0,0.720089563,0,0.815118059,0,0.792248236,0.740626168,0.818343678,0,0.595335386,0.701989608,0.815386231,0.596976243,0.776566316,0,0.767766768,0.836051947,0,0
CMP_091,0.724244744,0.801415774,0.827345384,0,0.821219878,0.789466278,0.846177998,0,0,0,0,0,0,0.82389406,0,0.886492065,0.816042803,0.78153468,0.832208331,0.754730245,0,0.881917778,0.872160413,0,0,0,0,0.793537212,0.904454372,0.776486374,0
LMPP_193,0.953897807,0,0.791422713,0.865932219,0.455526743,0.858680497,0.894606192,0,0,0,0,0,0,0.857432156,0,0.959595239,0.799576159,0.909786764,0.783271438,0.842407123,0,0.925263838,0.865809694,0,0,0.738791619,0,0.852348002,1,0.855047751,0
MPP_048,0.772226568,0.780986709,0.717496962,0.739378657,0,0,0.666525457,0,0,0,0,0,0,0.773225432,0,0.83346339,0.759361642,0.809846341,0.6090351,0.768053102,0,0.753285264,0.779683505,0.721461163,0.80301981,0,0.822206792,0.767391982,0.728859166,0.753757595,0
MPP_008,0.804053753,0.529811371,0.742334286,0.709581626,0,0.739362142,0.73635523,0,0.603671112,0.41273737,0,0.821647265,0,0.688487282,0.629570489,0.763156703,0.70174516,0.783049755,0.669410171,0.702483822,0,0.749415844,0.740554758,0,0.509177186,0.717972122,0,0.695082574,0,0.646875092,0
LMPP_173,0.7603882,0,0.679277886,0,0,0.74572772,0.696021598,0,0,0,0,0.834790227,0,0.638041691,0,0.838399178,0.80438787,0.797668528,0.747164011,0.726487086,0,0.703956261,0.790009042,0,0.696695858,0,0,0.522405978,0.840187203,0.700328265,0
MPP_173,0.818198193,0.832600865,0.851717691,0.876608115,0.790898194,0.848021805,0.7812654,0.689160045,0,0.508585609,0.543999691,0,0.563606113,0.816286149,0,0.831605189,0.822239606,0.877037116,0.76159189,0.806948429,0,0.846749315,0.828354288,0.494129779,0.881394484,0.57202995,0.554981104,0.841643891,0.839687456,0.511487023,0.593089522
LMPP_166,0.755652562,0.749106447,0.741276115,0.8175803,0,0.794496358,0.752468134,0,0,0,0,0.780921658,0,0.858633956,0,0.905606819,0.727428795,0.736345679,0.747128282,0.718193467,0,0.803655477,0.650138881,0,0.552428732,0,0,0.609086401,0.924938643,0.714429732,0
GMP_030,0.79940086,0.700722945,0,0.784357781,0.717933167,0.61290708,0.76467033,0,0,0,0,0,0,0.71677824,0,0.820746358,0,0.698915368,0.773279099,0.499891417,0,0.857449647,0.749986622,0,0,0.730414775,0,0.534571286,0.833733833,0,0
GMP_063,0.737437043,0.698385817,0.754813134,0,0.786389855,0.852740484,0.778104549,0,0,0,0,0,0,0.674756108,0,0.843254808,0.668390098,0.780591528,0.774317844,0.61625924,0,0.814199585,0.765849913,0,0.754926915,0.730829874,0,0.64769268,0.757939521,0.844755787,0
CMP_150,0.770164792,0.616814696,0.757729834,0,0,0.704891573,0.785981008,0,0,0,0,0,0,0.667053411,0.835585261,0.816158424,0.672152121,0.786847824,0.807111019,0.663149983,0.802250925,0.836874556,0.79744275,0,0,0.50041731,0,0.688308769,0.912231173,0.747692348,0
LMPP_003,0.691163494,0.785598739,0.816436176,0.851598746,0,0.755074973,0.771476904,0,0,0,0.767910872,0.898310449,0,0.773282649,0,0.774256892,0.669544318,0.693524513,0.702048357,0.668318347,0,0.777569434,0.795220583,0.79121125,0.687142239,0.606208251,0,0.68083214,0.86687604,0.704924163,0
LMPP_179,0.823673483,0.666926925,0,0.907437976,0,0.660709777,0.682652582,0,0,0,0,0,0,0.87786688,0,0.881279347,0.739551046,0.805969005,0.61408952,0.75962862,0,0.718368125,0.769682486,0.742094127,0.703051829,0.711449346,0,0.36069953,0.769719946,0,0
GMP_041,0.811565804,0,0.685221525,0,0.765935965,0.820486138,0.76099013,0,0,0,0,0,0,0.758751614,0,0.83555577,0.612887934,0.671137498,0.750522321,0.634044948,0.8019296,0.850040058,0.756642088,0,0.590743073,0.694521026,0.761778857,0.705274993,0.862085515,0.708283126,0
MPP_084,0.84298502,0.810231303,0.836728952,0.754929263,0.732090415,0.57835434,0.782426339,0.466921705,0,0.784310364,0.271415663,0.293207931,0.361384159,0.902487697,0.844232749,0.824545402,0.783108734,0.745824613,0.426762769,0.766468428,0,0.618908578,0.756633454,0.777610488,0.78994089,0.772832407,0,0.609030092,0.80200736,0.320414129,0.390432576
LMPP_161,0.810474633,0.670346525,0,0.856673879,0.845856393,0.786449166,0.757894515,0,0,0,0,0,0,0.77403542,0,0.728547721,0.773231886,0.671422366,0.668344431,0.748697671,0,0.782079034,0.746258869,0.720759483,0.68016136,0,0,0.589817488,0.905864991,0,0
MPP_197,0.759973971,0.621707246,0.79757825,0.71796331,0.672954207,0.54055335,0.641375988,0,0,0,0.79786357,0,0,0.682336255,0,0.752290659,0.621749544,0.640311083,0.677809244,0.660720114,0.740514579,0.734514104,0.63594163,0.643479616,0.80484302,0,0,0.703025738,0.738995576,0,0
LMPP_107,0,0.784492221,0.816255667,0.732231425,0,0.764120893,0.742957494,0,0,0,0.724576495,0,0,0.789088246,0,0.882714841,0.788719338,0.711784159,0.756828694,0.794516171,0,0.732171781,0.773199122,0.741951366,0,0.835819713,0,0.802118422,0.815745941,0,0
MPP_079,0.747132024,0,0.858270664,0.846619584,0.731391775,0.813565241,0.660622531,0,0.641100408,0,0.712976033,0,0,0.746067996,0,0.835704439,0.823716511,0.783199695,0.60598197,0.720787717,0,0.78266203,0.749294921,0.772264175,0.892054642,0.725157397,0,0.397200434,0.840492724,0,0
LMPP_120,0.893453763,0.734109975,0.781075659,0.754623711,0.797546923,0.795978498,0.742407403,0,0,0,0,0,0,0.885222938,0.839576305,0.930168656,0.655920363,0.759990384,0.766152431,0.748326665,0,0.818050023,0.72238584,0.835167496,0.735579397,0,0,0.720526123,0.883269638,0,0
MPP_165,0.822765239,0,0.723656839,0.829083823,0.643899222,0.738863682,0.723738209,0,0,0,0,0.812895511,0,0,0,0.786783811,0.769742909,0.736721326,0.621412353,0.745728247,0,0.831246997,0.710220917,0.766940827,0.898406091,0,0,0.528534983,0.818209985,0,0
ST-HSC_074,0.819563557,0,0.759740082,0.849533224,0,0.634432684,0.721027049,0,0,0,0,0,0,0.65201311,0,0.826581807,0.794024681,0.727041607,0.727406331,0.760885265,0,0.847988859,0.704206899,0,0.635482956,0,0,0.822900942,0.724727876,0,0
GMP_180,0.712931168,0.636809734,0.771499871,0,0,0.810046836,0.761300838,0,0,0,0,0.763199505,0,0.773637128,0.757456458,0.809673669,0.639859102,0.675151408,0.708326416,0.581253066,0,0.85347559,0.717460799,0,0.520780921,0.653224404,0,0.714548093,0.88447509,0.29580325,0
GMP_192,0.671873848,0.623108397,0,0,0,0.780163239,0.808122095,0,0,0,0,0,0,0.721947252,0,0.796289514,0.731269257,0.694482037,0.775473068,0.700688216,0,0.840594806,0.743035913,0,0.506866858,0.743430991,0,0.765898408,0.843123476,0,0
MPP_108,0.8530073,0.824081184,0.759096649,0.937722022,0,0.828043949,0.734755615,0,0,0,0,0,0,0.728783215,0,0.853779457,0.754138843,0.403488263,0.765029076,0.793935923,0,0.86838646,0.68264205,0.760113982,0.945011171,0.796697847,0,0.856040051,0.849771047,0,0
MPP_201,0.750985111,0.646425287,0.805595005,0.589354987,0.715083495,0.742246824,0.68687732,0.625255243,0,0.456420768,0.710677752,0.460109162,0.50642262,0.646500738,0.492978547,0.808960787,0.701620273,0.633928339,0.739044642,0.691212062,0,0.820186132,0.718842874,0.436501832,0.717278645,0.758239887,0.475542364,0.814859356,0.813903649,0.684196307,0.547603599
HSC34_277,0.818034834,0,0.739930785,0.770008111,0.77307896,0.811823259,0.723273091,0,0.597911148,0,0.737968983,0.507041204,0,0.476515016,0,0.893486459,0.755840242,0.681772833,0.786603646,0.800507142,0,0.776231217,0.856682799,0.750958112,0.856934223,0,0,0.755691009,0.767768752,0,0
MPP_122,0.833208376,0.759496883,0.724991467,0.801704756,0,0.726758943,0.782772203,0,0,0,0,0.857680003,0,0.80055515,0,0.789706861,0.696454079,0.726244452,0,0.785406785,0,0.731714346,0.797112303,0.688602835,0.724129848,0,0,0.648519343,0.794867818,0,0
MPP_081,0.826335001,0,0.723371908,0,0.44794927,0.730225114,0.684327838,0,0,0,0,0,0,0.709300135,0,0.882267051,0.838880016,0.730231542,0.742775009,0.693237981,0,0.797130697,0.731029896,0,0.740432176,0.721745492,0,0.670233916,0.882290121,0,0
GMP_169,0.805465542,0.711710928,0,0,0,0.718536256,0.773499029,0,0,0,0,0,0,0.766973564,0,0.766816287,0,0.720765767,0.694185751,0.66158106,0,0.755286177,0.768389384,0,0.508527167,0.779655263,0.748309457,0.627822206,0.780422395,0,0
LMPP_090,0.906954398,0.774822902,0,0.927965132,0,0.760205389,0.914543091,0,0,0,0,0,0,0.860276076,0,0.963486275,0.800809944,0.879796872,0.776146692,0.853023151,0,0.893256334,0.932739695,0,0.697629786,0.775119253,0,0.913633015,0.902687543,0,0
GMP_202,0.696072335,0,0.73157297,0,0,0.710268671,0.747221822,0,0,0,0,0,0,0.663823538,0,0.810601896,0.761744392,0.704251938,0.716814958,0.659496243,0,0.699865646,0.764537472,0,0.531726265,0,0,0.652112867,0.74657118,0.516057689,0
CMP_116,0.703032987,0.686037832,0.658098352,0,0.706042676,0.664469981,0.762670814,0,0,0,0,0,0,0,0,0.836339397,0.736528685,0.711727927,0.747374187,0.606587963,0,0.740374392,0.642441535,0,0.576769187,0,0,0.709304773,0.813797159,0,0
CMP_165,0.865126325,0.684210457,0.779813972,0.851289431,0,0.844033914,0.798102611,0,0,0,0.849895358,0.879729087,0,0.818603392,0,0.895284502,0.655325683,0.780047286,0.797700219,0.742944517,0,0.729095314,0.835125697,0,0.703932075,0.752308775,0,0.783929719,0.857245985,0,0
MPP_124,0.799883725,0.645861592,0.816833094,0.687071285,0.710421801,0.7484672,0.710039084,0,0,0,0,0,0,0.722947907,0,0.812068746,0.699444775,0.640937859,0.637655109,0.713016967,0,0.698702261,0.644301047,0.797740003,0.839134765,0.493663931,0,0.438001276,0.711732446,0.779908816,0
MPP_040,0.817865528,0.739255361,0.775201932,0.917016942,0.890586125,0.899594549,0.805053094,0,0,0,0.845416835,0,0,0.743686412,0,0.886375773,0.816291884,0.754579488,0,0.778201073,0,0.884357735,0.79641311,0.853042986,0.760340214,0.817248872,0,0.739776505,0.869476395,0,0
LMPP_186,0.820542885,0,0,0,0,0.878190473,0.790843818,0,0,0,0,0.624540399,0,0.785417233,0.890649105,0.864808875,0.406423789,0.904496624,0.753498891,0.73229234,0,0.79203328,0.733474319,0,0.770705551,0,0.821935894,0.767004431,0.882536706,0.790948215,0
LMPP_026,0.8988556,0.893398084,0.886594552,0.890673758,0.804279368,0,0.863139522,0,0.658471975,0,0,0,0,0.850499263,0,0.921709508,0,0.776921632,0.683005243,0.832223208,0,0.743332199,0.737197264,0.830542411,0.696692513,0.618803887,0,0.535299036,0.858666073,0,0
MPP_169,0.659000701,0.19300792,0.777605537,0.683565231,0.708256946,0.74098011,0.650314751,0.248195773,0,0,0.631827256,0,0,0.692478528,0,0.757561542,0.750392063,0.564948617,0.624591555,0.627004785,0.706408388,0.777489459,0.598526042,0,0.746916476,0,0,0.585586455,0.737211735,0.662755966,0
MPP_126,0.901338502,0.858438626,0.79297202,0.89138146,0,0.801829679,0.819119028,0,0,0,0,0,0.477639705,0.745487052,0,0.933189947,0.889578883,0.831965448,0,0.84275123,0,0.948895486,0.72279198,0.838547984,0.948550044,0,0,0.600314757,0.903493472,0,0
MPP_047,0.723265754,0.690274315,0.768609367,0.690339015,0.689329289,0.712517069,0.699014297,0,0,0,0,0.766293938,0,0.730144461,0,0.759304946,0,0.701498873,0.66516244,0.509117493,0,0.72057188,0.659583959,0,0.770469142,0,0,0.383985277,0.826498337,0.699250143,0
LMPP_185,0.717340198,0.722139252,0.841523996,0.774205115,0,0.80698075,0.832496558,0,0,0,0.711495721,0.831206009,0,0.649867998,0,0.924366143,0.715631358,0.859781451,0.636059296,0.672375066,0,0.864242381,0.79056625,0,0.632425805,0,0,0.779660447,0.866581951,0,0
LMPP_135,0.845349188,0.802967755,0,0.733596356,0,0.696450688,0.743399958,0,0,0,0,0,0,0.808220504,0.640967001,0.864331594,0.833002981,0.734337774,0.802389204,0.716857774,0,0.784631765,0.753769666,0,0.691630646,0.732206972,0,0.631432189,0.796870476,0.795238287,0
LMPP_148,0.813689001,0,0.896505404,0,0,0.815607555,0.791359288,0,0,0,0,0,0,0.811892953,0,0.884644939,0.696432675,0.753855242,0.755758165,0.729273272,0,0.865193024,0.703369191,0.750473163,0.764003372,0.762317481,0,0.799748129,0.914119895,0,0
MPP_116,0.768938932,0.517387869,0.811333445,0.646737251,0.645955344,0.744324402,0.664189152,0,0,0.653632312,0,0.75435103,0,0.732079106,0.655589465,0.731096212,0.546027516,0.766633966,0.701202942,0.628184431,0.704069763,0.746815028,0.635684373,0.58834215,0.739355067,0.638350294,0,0.658594732,0.78342289,0.695517202,0
LMPP_011,0.852521988,0.588451504,0.847616827,0.895884566,0.733657418,0.880364646,0.750496184,0,0,0,0,0,0,0.66885737,0,0.87956971,0.758802034,0.797730374,0.729596169,0.718609801,0,0.818212958,0.776615259,0.720628847,0.506759728,0.700609035,0,0.701031891,0.855110435,0,0
LMPP_139,0.805870738,0.750833414,0,0.631308367,0.751238921,0.816690027,0.863064959,0,0,0,0,0,0,0.677740911,0.804568753,0.896658668,0,0.839410796,0.789190911,0.770458144,0,0.812660343,0.748708538,0,0.518694595,0.72603179,0,0.693775802,0.933843988,0,0
MPP_142,0.737608626,0.790115906,0.761436525,0.803517776,0.78738489,0.769488889,0.789870948,0,0,0,0,0,0,0.841904731,0,0.815202514,0,0.798115356,0.664519782,0.833472143,0,0,0.792899993,0.788170698,0,0,0,0.580744902,0.837675486,0,0
ST-HSC_059,0.812706256,0.734263274,0.774925963,0,0,0.71015958,0.746245531,0,0,0,0,0,0,0.743961048,0,0.817480875,0.720730291,0,0.774267693,0.746055969,0,0.866904244,0.613165757,0.773260476,0.753710101,0.731020957,0,0.798279268,0.823028911,0.632964461,0
HSC34_392,0.912166443,0,0.750332636,0.946128817,0,0.806158021,0.795642296,0,0,0,0.707462787,0.947401791,0,0.83926227,0,1,0.863167827,0.923492358,0.81978097,0.820165299,0,0.849645417,0.822861986,0.762400217,0.719488761,0.883124433,0.852756873,0.787720993,0.884269842,0,0
CMP_201,0.854660166,0.836824253,0.758229736,0.647645897,0,0.68561067,0.735214954,0,0,0.761863323,0,0.805911629,0,0.673912376,0,0.8495749,0.768562688,0.76825272,0.709637024,0.647005519,0,0.7765567,0.711876828,0,0.74566499,0.776028916,0,0.789179681,0.848218081,0,0
CMP_104,0.757333823,0.728690185,0.765866787,0.753405709,0,0.768890422,0.795763577,0,0,0,0,0,0,0.740045639,0,0.828140851,0.658111949,0.747973684,0.708880724,0.578519166,0,0.847266029,0.772104212,0,0.653671101,0,0,0.837601378,0.89572368,0.807920456,0
MPP_174,0.784247546,0,0.746560015,0.637679515,0.678886103,0.630884606,0.757923615,0,0,0,0,0.750985165,0,0.730427966,0,0.775052063,0.807715178,0.743045283,0.721360839,0.781834193,0,0.741740773,0.690851332,0.650727055,0.765471852,0.665119339,0,0.579378675,0.77957465,0,0
LMPP_094,0.833426195,0.676561632,0,0.769842132,0.74440283,0.741878114,0.717264524,0,0,0,0,0,0,0.626743118,0,0.909591842,0.732216463,0.756538959,0.727548701,0.577097011,0.799234019,0.836157144,0.710714968,0,0.851973586,0.550699156,0,0.79271618,0.836951697,0.817852652,0
LMPP_002,0.791612439,0.749661516,0.775663586,0,0,0,0.703075265,0,0,0,0,0,0.789612914,0.752007952,0,0.870775594,0.705482757,0.755294469,0.665762214,0.55658608,0.802231155,0.777588896,0.661806225,0,0.682013726,0.713509319,0,0.594217141,0.839898474,0,0
GMP_210,0.728285134,0.563198786,0,0.666039798,0,0.738500929,0.763305465,0,0,0,0,0,0.717027691,0,0,0.778792587,0.660025402,0.633577761,0.631474184,0,0,0.726756678,0.64972695,0,0.526302063,0.739296196,0.715127902,0.567132826,0.765337362,0.66588894,0
LMPP_013,0.829852888,0,0.844606266,0.764229137,0.772615377,0.798839507,0.815072484,0,0,0,0.801487879,0,0,0.816183475,0,0.852091402,0.789977849,0.831535225,0.803114167,0.743713105,0,0.65350491,0.81024863,0.732106804,0.716331748,0,0,0.501825654,0.783675223,0,0
LMPP_151,0.892982199,0,0.742698934,0.771206048,0,0.857615008,0.808720651,0,0,0,0,0.850341972,0,0.809685497,0,0.935123475,0.792573586,0.782219134,0.649747883,0.794169339,0,0.838821456,0.777581319,0,0.710948173,0.61921379,0,0.658076527,0.838457485,0,0
ST-HSC_121,0.894048332,0.70803398,0.754008621,0.564395348,0,0.905771063,0.778542844,0,0,0,0,0,0,0.813559209,0,0.889988763,0.79342914,0.839926399,0.738944717,0.747956326,0,0.875156936,0.690453631,0,0.883122125,0.484584109,0,0.809032158,0.864701659,0.740439398,0
LMPP_064,0.746940399,0,0.82593935,0.770006602,0.541838085,0.829833463,0.739614715,0,0,0,0,0,0,0.691673308,0,0.826445758,0.762866027,0.817021044,0.790294438,0.747747506,0,0.770002749,0.676286512,0.716236099,0.550441008,0.680316389,0,0.669212889,0.783355304,0.877966066,0
