Name,Cell_type,Bptf,Cbfa2t3h,Cdkn2a,Csf1r,Dnmt3a,Egfl7,Eif2b1,Erg,Ets1,Ets2,Etv6,Fli1,Gata1,Gata2,Gata3,Gfi1,Gfi1b,Hhex,Hoxa5,Hoxa9,Hoxb4,Ikzf1,Itga2b,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Mpl,Myb,Nfe2,Nkx2.3,Notch,Pbx1,Polr2a,Prdm16,Procr,Runx1,Sfpi1,Sh2b3,Smarcc1,Tal1,Tcf7,Tet2,Ubc,Vwf
HSC_150neg_076,ST-HSC1,17.44076466,40,40,40,19.73367484,40,40,19.82968358,26.76321249,40,17.83705334,17.89300391,40,22.29382833,40,40,40,40,18.34224243,21.04923582,40,20.44565084,40,17.30144471,21.25528245,17.15864546,19.80469426,40,16.14534826,20.02073486,16.03922435,22.09092605,19.40912393,18.5887917,24.9685603,40,21.76176806,40,16.3394884,25.53171846,19.16282029,40,20.17619243,40,40,21.80175893,14.43910848,40
HSC_150neg_077,ST-HSC1,17.5358103,18.82744348,40,40,18.10049249,40,40,19.5371684,40,19.90816556,20.96613233,16.27942399,40,19.20167529,40,40,40,19.17301998,18.26892737,21.22909956,40,40,40,17.03194956,20.67497539,17.9416269,16.46469557,17.69884922,16.47889402,40,15.59873011,21.22882282,17.7364407,19.92520107,26.5841921,20.88822891,20.48913268,21.25600463,40,40,18.50718849,40,40,18.20883123,40,20.34531531,14.55956583,40
HSC_150neg_078,ST-HSC1,40,40,40,40,17.37982574,40,21.18339641,40,40,40,18.10585817,17.03410457,40,21.64977328,40,40,40,40,40,26.79522964,40,20.08784664,40,17.2673855,20.02317702,17.61320185,19.11760178,19.37218633,17.17567649,40,18.66845571,21.04175039,17.79489169,20.24153602,40,21.53667738,21.30346133,40,19.49593634,40,18.75924923,40,19.81523832,40,40,21.74451101,14.50479337,40
HSC_150neg_079,ST-HSC1,18.16498164,20.00759526,40,40,40,8.953821754,40,17.07693452,20.95966416,18.30449952,18.25115632,16.25872278,40,17.48926164,18.06145685,40,40,40,40,24.85651967,40,19.89244556,40,16.87347679,40,17.03361211,18.29760793,40,15.46794883,40,14.86600041,19.25921054,17.12684581,40,23.56889394,19.09678432,20.3813182,40,18.35789372,23.69264225,16.9755752,40,18.84700248,40,40,18.32391542,13.64130151,40
HSC_150neg_080,ST-HSC1,19.33362321,19.91717935,40,40,20.04467441,25.29550284,19.64710681,19.89026432,40,20.19543064,19.02241534,17.24466858,40,21.13401417,40,40,21.5573135,19.61989807,18.00237179,19.95350722,40,20.90721099,40,17.16429021,21.25189463,20.46980272,18.76315364,17.70674285,15.46535211,19.2810924,16.6155196,19.59325702,19.09324375,18.8148831,25.8012168,40,21.6034836,20.22024712,16.48842342,23.19066217,17.94269827,40,40,19.33226011,40,21.28781506,14.12615532,40
HSC_150neg_081,ST-HSC1,19.01839984,40,40,40,17.08696319,19.69860137,20.21838144,18.56500123,40,40,18.57930733,16.73158788,40,22.46347457,40,40,40,19.42557979,40,18.48689141,20.96908954,19.20375423,40,17.86104942,20.2547066,16.49750946,18.90122663,21.33747683,15.62576302,20.1423498,16.2760943,20.0256792,16.90805919,40,40,20.40308219,21.64995652,40,16.89649725,25.04422355,16.61519799,40,19.75499255,40,40,40,14.71480276,40
HSC_150neg_082,ST-HSC1,19.79273721,40,40,40,40,40,20.06963294,40,40,40,40,40,40,40,40,40,18.3210842,40,40,40,40,20.73372445,40,40,40,20.3557013,40,40,40,40,40,40,40,40,40,40,21.64472151,40,40,40,40,40,22.11486355,40,40,40,16.07886678,40
HSC_150neg_083,ST-HSC1,16.8593394,40,40,40,40,40,40,40,40,40,40,40,17.66235892,40,40,40,19.75618949,40,40,21.38002196,40,20.97276168,40,40,21.69317268,19.29246371,18.28428758,40,40,40,40,40,18.04739619,40,40,40,22.46638492,40,40,26.19002404,40,40,18.8659675,19.80036956,40,40,14.162683,40
HSC_150neg_084,ST-HSC1,40,20.31717106,40,40,17.29886109,40,20.44505478,40,22.37831529,20.99643175,18.2688434,16.55744691,40,21.05420021,40,40,40,40,40,17.85993038,21.25800779,40,40,17.45811017,40,17.51296653,25.68521782,17.82521199,16.33349475,40,16.17237178,20.18478619,20.36029258,18.7257409,24.77852329,23.7703441,22.83042701,40,17.30520497,25.47250991,16.88983597,40,19.8114593,20.31392231,40,20.3815315,15.02680912,40
HSC_150neg_085,ST-HSC1,17.30656019,19.70925806,40,40,18.72100406,40,40,40,40,19.03548748,17.73968444,16.93847078,40,19.87525571,40,40,40,40,40,20.06245576,40,17.60928982,40,16.2862897,40,16.60664078,18.88407432,16.7407843,16.78966777,18.12373604,16.23121273,20.4200766,16.768171,18.02840984,25.01477045,40,20.11490906,40,40,24.37852508,19.31107946,40,19.60233603,40,40,40,14.4353923,40
HSC_150neg_086,ST-HSC1,17.66310267,17.18437725,40,40,40,40,18.88832679,40,40,40,40,40,40,20.984874,40,40,18.50219554,40,40,40,40,18.43579372,40,19.01664485,40,15.03008119,40,40,40,18.68137728,40,40,40,40,40,40,40,40,40,40,40,40,17.82434423,40,40,40,16.06185975,40
HSC_150neg_087,ST-HSC1,22.43154302,40,40,40,40,40,40,19.16487269,17.93384155,40,40,16.63567244,40,40,40,40,40,40,40,40,40,40,40,20.133138,18.78692002,18.32477055,19.17962004,40,40,40,40,22.85790051,18.00348719,40,23.5325784,18.34985825,21.85947306,40,40,40,15.847864,22.31773493,40,40,40,40,14.86407555,40
HSC_150neg_088,ST-HSC1,18.83912979,19.50104919,40,40,40,19.71928069,40,40,21.69741476,40,19.85006939,18.59129172,40,19.82089352,40,18.4595666,40,17.41730612,40,40,40,17.75106819,40,16.74137128,19.88462543,16.04526716,18.67595033,17.47314866,16.20999299,40,17.89064672,23.4331265,19.74372895,19.02128879,40,19.47670989,21.22710379,40,18.04614256,25.23954819,19.58636465,40,19.89923685,40,40,22.26846388,14.21871426,40
HSC_150neg_089,ST-HSC1,17.87546305,40,40,40,18.78712869,40,40,18.91457063,40,16.8937392,16.88966676,16.82485031,40,19.9786058,40,40,19.93997531,40,40,18.98286819,19.30511247,18.56589971,40,15.81382789,18.7646546,16.1797437,18.93523895,18.17795674,16.03828212,19.3363581,15.85230996,19.30069358,18.67428114,17.08692821,40,25.81055662,20.08326852,19.3497529,18.27292178,25.7199172,19.49755077,40,18.84476701,18.78794855,40,19.10262165,13.68610171,40
HSC_150neg_090,ST-HSC1,17.71528508,40,40,40,40,40,19.45191068,40,40,18.94366418,19.77362139,40,23.85077589,40,40,40,19.92191162,40,40,40,40,19.67106319,40,40,19.68267254,16.60786589,18.89379496,40,40,40,40,40,40,40,40,40,21.8851905,40,40,40,40,40,19.55027485,40,40,40,15.21914956,40
HSC_150neg_091,ST-HSC1,17.78708315,17.39398354,40,40,16.56848205,40,19.35010552,19.09945555,40,40,16.79075907,17.4065226,40,40,40,40,20.06564452,40,17.76377905,40,19.67936227,17.93560636,40,16.54754052,40,15.72278246,17.4717574,18.39045724,16.13161302,40,15.41646229,40,18.60863514,16.95512287,40,20.46752687,18.92431933,19.87234502,17.38127756,40,17.81291854,40,18.89144428,17.91647863,40,19.40496294,13.18068912,40
HSC_150neg_092,ST-HSC1,40,40,40,40,40,40,19.44222678,40,40,40,40,40,20.10343833,40,40,40,40,40,40,40,40,40,40,40,20.75191548,17.78165629,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,20.86845227,40,40,40,16.17235132,40
HSC_150neg_093,ST-HSC1,18.02325371,18.90500319,40,40,17.80356498,40,17.22061998,19.36087899,23.37898107,40,18.31721776,15.9747371,40,19.7663827,40,40,40,40,21.90711872,20.91594616,40,18.72836449,40,16.35328914,21.88252055,16.14224113,16.98093695,17.87355838,16.85518461,18.97953597,15.28943836,22.13162895,40,18.19429741,26.85798602,19.36090759,19.12937964,40,40,40,16.56641409,25.96820403,18.44849733,40,40,40,13.37898891,40
HSC_150neg_094,ST-HSC1,40,18.21882849,40,40,17.81570233,40,19.15458678,40,40,16.68426548,18.52580594,15.12466354,40,17.57386502,40,18.23466836,40,17.58862567,40,40,18.61342379,19.94738277,40,16.32924434,20.31796902,17.05045534,17.25191207,18.81084942,17.1505335,40,14.92360294,20.20478723,17.92223273,18.8819123,24.49840079,40,21.19719439,18.71631711,16.74185274,40,15.58511306,40,18.99389786,40,40,40,13.40359729,40
HSC_150neg_095,ST-HSC1,16.09967434,18.19970444,40,40,17.98351537,40,40,17.35361883,40,40,18.34568174,17.56626731,40,20.9898821,40,40,40,40,40,19.34028337,20.5109742,40,40,17.38815421,40,17.42604871,40,40,16.25457142,40,15.82651901,21.46612033,18.86004097,19.29154612,23.71423653,40,19.8457463,40,18.68066963,40,17.94173554,40,17.65848506,40,40,18.1360323,14.37102062,40
HSC_150neg_096,ST-HSC1,17.60779482,16.9693616,40,40,19.35520868,40,18.40190671,19.00928203,20.62016714,40,17.1375531,15.91448801,40,40,40,18.58877859,19.31554333,18.23571398,40,17.56626433,19.30840508,16.21160713,40,16.03300156,19.11685759,16.13810029,15.27817,16.85186572,14.62362504,40,17.40108826,19.35751662,16.27066469,18.6366873,25.46706471,19.56377709,19.37067168,18.66302862,17.48483182,40,17.82090677,22.32920674,17.91109763,16.93837278,40,19.27863915,16.10835207,40
HSC_150neg_097,ST-HSC1,17.45710819,18.82987804,40,40,40,40,40,18.9674751,40,19.07304808,17.75686026,40,40,20.42439385,16.26710662,19.50560816,40,40,40,18.76023557,40,18.6256999,40,16.68481684,19.67180463,16.3061741,16.32583394,17.04910733,15.92534298,18.88289818,15.53893415,18.32710494,18.10844696,40,40,18.62361965,20.45697299,40,40,40,14.88125029,40,19.21074324,40,40,20.71952689,12.2159276,40
HSC_150neg_098,ST-HSC1,17.38627179,19.92120882,40,40,40,40,40,19.11099789,40,40,17.50196907,15.90373697,40,40,40,40,40,40,18.47111832,19.93503349,40,18.56254119,40,15.85922862,40,17.68143916,40,18.05676446,15.87144666,40,18.51705321,20.55482299,18.95211664,40,40,18.28473845,21.11042057,19.53397351,18.16691061,24.86252414,17.85483807,40,19.09961195,40,40,21.19464287,13.66077354,40
HSC_150neg_099,ST-HSC1,17.93997047,18.32754271,40,40,18.68578508,40,18.22282923,40,20.55101417,40,18.13512338,15.40887422,40,18.53672306,40,40,40,40,40,18.01863105,40,18.01054453,40,16.26244824,18.67694387,15.19077946,16.09814674,18.81308365,16.46296441,18.84611087,16.22403277,18.64844565,17.51325249,16.88407606,40,18.61530846,20.45450437,40,17.9750755,40,16.61561253,24.52249357,17.70113641,40,40,19.07295677,12.60011118,40
HSC_150neg_100,ST-HSC1,17.32036565,20.14030442,40,40,16.66363517,12.02786322,19.08756643,40,40,18.69170814,16.99899688,16.1820103,40,20.68779775,40,40,40,40,40,18.41701193,40,17.40478702,40,16.79348802,19.12319084,16.72087879,40,17.96418473,16.70570891,40,15.77710906,19.88599339,20.03931041,17.11425886,40,18.66320185,18.75493773,18.85205866,17.54989461,40,18.72463245,22.07889532,20.04117087,40,40,18.82617993,13.43286251,40
HSC_150neg_101,ST-HSC1,40,18.93609788,40,40,40,17.71349946,40,40,40,40,40,40,18.83463057,40,40,40,40,40,40,40,40,20.47497576,40,18.69441322,40,18.59979982,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,18.3816297,40,40,20.6771277,15.95019651,40
HSC_150neg_102,ST-HSC1,17.3583913,19.28541401,40,40,40,40,40,40,40,40,40,40,17.86210034,21.12529587,40,40,40,40,40,40,40,18.81480555,40,18.87409101,19.93688632,17.5916682,40,40,40,40,40,21.42194613,40,40,40,40,40,40,40,25.91368629,40,40,18.89858225,40,40,40,14.9490771,40
HSC_150neg_103,ST-HSC1,17.03841078,40,40,40,17.96087878,40,18.69806164,18.84848974,26.29144088,40,17.5856514,40,40,40,17.5132498,40,40,40,40,17.90012722,40,18.09101089,40,17.38221527,19.79395118,16.87985871,18.87714531,17.99963208,15.50168298,40,17.31310662,19.28805571,18.0720774,18.35812264,40,20.3202682,19.61785896,19.38146494,19.11721178,26.22270239,16.53129182,40,18.72869343,18.81735293,40,40,13.22443514,40
HSC_150neg_104,ST-HSC1,16.79198724,17.94690388,40,40,17.52751687,40,19.28112317,17.83761443,40,20.08478279,17.71939127,17.3194662,40,40,16.16414193,40,40,17.20612125,19.1575459,19.19408124,19.61167253,17.78832136,40,16.05224533,21.00626852,15.90228784,19.81148196,19.0902119,16.05676301,40,15.85503958,40,18.28250259,19.25491987,40,19.17785927,23.19671688,40,17.11100154,24.91445871,18.2331504,40,18.39031825,19.64040646,40,20.57680028,13.60765778,40
HSC_150neg_105,ST-HSC1,19.06775189,20.6842053,40,40,40,40,40,17.4684531,40,40,18.86530343,16.38443695,40,19.76773336,17.95073247,40,40,40,40,19.29969713,40,40,40,16.4886949,40,16.38992168,40,17.58722915,16.60891247,40,15.36214193,25.52064727,19.79072028,18.23372191,25.35725781,19.75459065,20.75419982,18.39647646,17.85970036,40,18.42031825,40,40,25.11452673,40,19.26334964,14.14391711,40
HSC_150neg_106,ST-HSC1,18.62120953,18.58346099,40,40,17.4385631,15.08203137,18.98074348,16.43773197,40,18.41964125,16.02149754,14.75871311,40,18.83155006,40,40,40,40,22.43612419,18.83280837,40,18.27656191,40,16.39601546,40,16.9477352,16.39314593,16.231914,14.50458732,40,15.86502574,20.35186159,16.51454993,17.19378228,21.81473578,17.85964708,19.47542365,18.54776735,18.05799373,24.00677684,16.30306195,40,20.00526034,40,40,19.85709889,12.42347888,40
HSC_150neg_107,ST-HSC1,40,40,40,40,40,40,40,40,40,40,40,40,18.94714255,40,40,40,40,40,40,40,40,40,40,18.8724679,20.4183078,18.35454916,40,40,40,18.96701571,40,40,40,40,40,40,40,40,40,40,40,40,18.30258798,19.39564174,40,40,17.80960309,40
HSC_150neg_108,ST-HSC1,18.82537966,19.60934873,40,40,40,40,18.3545822,40,40,40,19.7295885,16.2085309,40,19.71130745,40,40,40,40,40,19.96877851,40,40,40,15.1973304,20.8956676,17.69030144,18.70025228,16.58621155,16.68986793,40,14.68422924,19.46338603,18.58330836,40,23.81044831,19.4427262,21.37129107,40,19.22201663,40,19.30805086,40,22.38609986,40,40,18.89665393,14.26499645,18.7009254
HSC_150neg_109,ST-HSC1,18.14152814,19.8263168,40,40,19.02382028,40,40,17.51507097,40,40,17.29370564,16.81637525,40,40,40,40,40,40,40,20.24241913,40,18.21885118,40,16.08083377,40,18.29959311,40,40,15.89028658,40,16.34117581,19.21758627,19.50199637,18.02494083,40,40,19.37762305,40,17.97995977,40,16.79534573,40,19.61197866,40,40,20.88018422,13.67171429,40
HSC_150neg_110,ST-HSC1,17.54188546,20.34888852,40,40,40,40,18.56421117,40,40,40,19.18338512,40,40,21.43932553,40,40,40,40,40,40,40,40,40,19.29472771,20.50500628,18.82845554,40,40,40,40,40,26.53377951,40,40,40,40,22.94646347,40,40,40,40,40,20.85208752,40,40,40,16.07349367,40
HSC_150neg_111,ST-HSC1,17.38442533,40,40,40,18.86802447,20.03689465,18.59450455,40,40,40,40,40,40,40,40,40,17.68775727,40,40,40,40,40,40,40,40,18.38726712,18.49671152,40,40,40,40,40,20.41386326,40,40,40,20.62652546,40,40,40,40,40,20.24989995,17.99678643,40,40,15.77708676,40
HSC_150neg_112,ST-HSC1,16.71452515,19.65494298,40,40,18.93325476,40,19.28101703,40,40,17.9839311,17.63586109,15.80715277,40,17.73569557,40,40,40,40,40,40,40,40,40,15.62176154,40,15.86641456,17.0008173,18.93277357,15.60646399,40,15.23309263,21.310793,19.25364846,16.57013386,40,18.56281849,19.93509023,19.04773079,17.13733297,26.73177006,16.58289005,40,18.48009374,18.50552954,40,18.46518622,12.9031988,40
HSC_150neg_113,ST-HSC1,17.94014302,40,40,40,40,40,40,19.30936841,40,18.98075569,17.59498951,15.28478919,40,22.00229799,40,40,40,40,40,25.21058364,40,17.67508827,40,17.57441473,20.52264637,18.42629272,17.34282553,40,14.87925994,40,15.78167234,19.65326737,17.43299698,19.13921658,40,40,21.64357,40,40,40,16.97841434,23.96221689,18.46012465,40,40,19.13228012,12.75242351,40
HSC_150neg_114,ST-HSC1,16.27177917,18.46700272,40,40,40,18.45170211,19.02642462,40,40,17.80004259,18.58293931,15.68040889,40,20.08145541,40,40,40,40,40,17.02028631,40,18.03149096,40,15.16451056,40,17.81471129,17.52752656,40,15.24018909,40,14.52943684,20.70507961,40,40,40,19.11645608,18.59588371,40,17.18420613,40,18.25986155,40,18.98866426,40,40,17.85530261,13.71446409,40
HSC_150neg_115,ST-HSC1,17.65797701,40,40,40,17.68845387,40,19.10696602,19.16130741,40,18.1337357,16.7146992,15.93421039,40,20.05076865,40,40,40,23.25429629,40,20.07731137,40,18.17788309,40,15.75182936,40,17.46144294,40,17.15009236,15.99211217,19.1606253,14.23120009,19.9068367,18.26135235,18.91896715,40,18.98410616,18.68652369,18.26438267,18.46721101,25.24654027,16.56619866,40,17.46799076,40,40,22.02623793,12.79159732,40
HSC_150neg_116,ST-HSC1,16.95278913,18.04379689,40,40,40,40,19.32852367,40,24.50396367,40,16.80133278,15.69603733,40,40,17.83809394,40,40,40,40,20.27887337,40,17.13440886,40,16.51801222,20.28063136,16.29191945,40,18.0462761,15.9188232,40,15.92717226,40,20.08264051,18.80299665,40,19.4985308,19.65384826,40,40,25.9498273,17.15089072,21.85004814,19.25064838,18.75277803,40,18.49446318,11.90371111,40
HSC_150neg_117,ST-HSC1,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,18.39899012,40,40,40,40,40,40,40,19.51045776,19.78523634,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,20.41742991,40,40,21.42054082,16.79583206,40
HSC_150neg_118,ST-HSC1,16.73052677,18.63889815,40,40,17.76471677,20.0932049,18.38675124,40,40,19.15753961,17.03153894,17.04449482,40,19.8583297,17.64299514,40,40,40,40,18.73340972,40,18.60986628,40,16.31039171,40,16.38270788,18.74092283,16.08777437,15.44273769,19.17540878,16.53455361,20.19317725,18.26965234,16.75725714,40,20.06785809,20.62488628,40,19.34447984,26.32334525,17.17623294,40,18.4301963,17.48016726,40,19.28648367,12.97401402,40
HSC_150neg_119,ST-HSC1,40,40,40,40,40,40,40,40,40,19.3393881,16.64921414,15.80570699,40,20.66820124,17.55416908,40,40,40,40,22.8701552,40,17.65555633,40,16.16818016,19.20065657,16.15255759,16.27166233,17.85699035,16.16034382,40,15.13928715,40,17.77837113,40,40,40,21.68144478,40,40,25.21272181,18.64791106,40,19.78542781,40,40,20.97632353,16.14878015,40
HSC_150neg_120,ST-HSC1,19.83226398,20.12878333,40,40,18.56506738,20.04125035,40,17.79547571,40,40,17.26508024,15.81773673,40,19.04679526,40,40,40,18.3700402,18.35589668,17.65848291,40,18.81876924,40,17.68511753,20.75315163,19.7477008,17.76000972,19.08843905,15.1753768,40,15.60664914,19.81620204,40,16.92035637,40,40,19.97861253,19.23259552,19.10584044,26.42649449,17.95928258,24.63271304,18.68208346,40,40,40,15.63812452,40
HSC_150neg_121,ST-HSC1,40,40,40,40,18.56882802,40,40,18.92140096,20.17913751,40,17.71879241,16.05148231,40,19.50093368,40,40,40,40,40,20.20980558,18.31012682,40,40,17.353223,40,19.32797587,18.92924012,17.74746771,14.86332734,40,15.65167186,21.29472685,19.78286521,40,24.36183083,18.76507156,21.40239877,18.40176114,16.93760366,40,18.38713347,40,19.65626056,40,40,40,14.38941619,40
HSC_150neg_122,ST-HSC1,40,40,40,40,40,40,40,40,40,40,40,40,17.82320017,40,40,40,17.75112605,40,40,40,40,40,40,40,19.49580699,16.88798838,40,40,40,40,40,20.49233157,20.22190095,40,40,40,40,40,40,40,40,40,18.21646714,23.26230163,40,40,16.61614852,40
HSC_150neg_123,ST-HSC1,18.08189448,18.63252221,40,40,40,9.256208175,19.42798098,40,40,40,40,40,18.19922814,40,40,40,17.96803018,40,40,40,40,40,40,17.57694157,40,18.28928291,40,40,40,40,40,40,20.58180245,40,40,40,40,40,40,40,40,40,19.33904115,40,40,40,17.35850824,40
HSC_150neg_124,ST-HSC1,18.96607385,18.47920146,40,40,18.60169463,40,19.35972692,18.57521997,40,40,17.2807238,15.25071981,40,19.51323817,40,40,40,16.80704087,40,19.15323662,40,18.06379247,40,16.55391371,19.70778632,15.30561542,15.40990156,16.40815239,14.97065365,40,18.40553551,17.99849176,18.15621388,16.83763127,24.38474961,19.69947883,21.329469,17.56938498,17.60161676,26.09485464,17.33384571,22.58293295,19.30174603,40,40,19.52380224,13.58018253,40
HSC_150neg_125,ST-HSC1,17.07041685,22.691001,40,40,17.10967217,19.86922503,18.37714223,18.77337894,21.70057674,18.99227135,17.32777703,15.5842639,40,18.33928347,40,19.47191416,40,40,40,19.98620475,40,19.53381655,40,15.63531441,40,15.93560131,40,18.42837086,14.87353327,19.01646459,14.72221692,20.65894115,17.73420212,17.92746771,40,20.60489566,40,40,17.3943194,40,19.64505941,24.46536573,18.39578721,40,40,19.05656904,14.12611131,40
HSC_150neg_126,ST-HSC1,17.29953657,20.2741936,40,40,18.42063026,19.86253612,20.21384563,40,40,18.858736,16.76192036,15.65716362,40,40,40,18.98507236,18.64585346,16.67375212,18.43271695,18.87778373,18.32320767,17.34836203,40,16.95283548,20.41494358,40,17.03089671,17.42889462,15.77199796,19.4432285,15.62966142,19.23876192,19.39717287,17.69245974,40,18.69235994,19.64189708,19.50139688,17.52330334,24.72723903,16.92088628,40,18.44383884,40,40,23.35054117,13.47147162,40
HSC_150neg_127,ST-HSC1,18.48893743,40,40,40,16.92883493,40,40,19.26216766,40,19.78417419,18.27640782,15.6314486,40,20.57606264,40,19.11219866,40,40,40,19.77187203,40,18.14625409,40,18.26670448,40,17.3743548,19.26857281,17.80669506,15.86944286,40,17.70688682,20.0700736,40,16.48395585,40,20.25603085,22.15003737,40,18.83370592,40,19.22100734,40,20.39021594,19.22427385,40,18.67667794,15.3173465,40
HSC_150neg_128,ST-HSC1,19.15054973,19.08689803,40,40,19.05075427,40,40,18.16487794,40,40,19.24467529,19.00848387,40,20.47282673,19.31483651,40,40,40,40,20.33480436,20.26574922,19.0207089,40,16.97007146,19.90283249,16.96034538,18.21114079,18.2825852,15.89793258,19.41223234,17.03691654,18.99247038,20.71977383,16.52513789,25.25225559,20.45761934,20.157784,19.68129945,18.57500952,25.51631685,15.70415229,40,40,17.71273794,40,20.38437178,13.17727464,40
HSC_150neg_129,ST-HSC1,18.1031748,40,40,40,40,18.91204427,18.43513698,16.60665,40,40,18.37516014,16.16767004,40,21.06896289,17.11866026,40,40,40,40,40,20.02950335,18.86717877,40,16.27165509,20.99114468,18.99036517,17.69752755,40,17.24976295,40,15.97010219,19.71329735,25.83916472,19.78303041,40,40,19.80017337,40,19.36863439,26.57996646,17.05769776,40,20.35187348,40,40,20.52256607,13.61672255,40
HSC_150neg_130,ST-HSC1,16.3952497,40,40,40,40,40,17.96900007,19.19438738,40,18.03422984,18.35287073,40,17.22118435,21.68123071,40,40,16.38459135,40,17.8757281,19.65509428,40,15.51714853,40,19.36524111,16.99997422,17.13203647,18.36649689,18.38462346,16.8298911,40,16.7537112,22.2188693,19.02571631,18.56264336,40,20.8124289,17.43021907,18.55937356,17.33225828,24.81853487,18.53186945,40,17.95996037,18.09655608,40,18.29627283,11.57332556,40
HSC_150neg_131,ST-HSC1,15.97025554,19.37797837,40,40,17.45478105,40,19.40677037,18.93864147,40,40,17.60974488,15.80131998,40,19.8778859,18.05386688,17.95429555,40,18.71596876,40,18.5132676,40,18.90275215,40,16.52757001,18.74887126,14.67907751,40,18.25648954,16.30540308,18.10361976,15.57128082,19.44675485,18.55099112,19.38154548,25.18812188,40,19.32799175,40,17.89067898,26.30661756,19.37739686,26.32704875,18.62967888,40,40,18.87601003,13.43602661,40
HSC_150neg_132,ST-HSC1,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
HSC_150neg_133,ST-HSC1,17.36778447,19.0538983,40,40,17.56212005,40,18.6691357,40,40,19.80115618,17.05073416,17.74569769,40,19.85017889,40,19.0084558,40,18.62009444,19.5001551,17.8390371,40,20.58428597,40,16.49895912,20.86593109,17.64137087,40,16.60968726,15.92684419,40,15.9204255,19.13174361,21.68413674,17.80867143,40,21.14625403,19.3529332,18.90877274,17.70169698,24.70044162,18.05966524,40,18.63298772,40,17.22349538,20.17649142,13.77093105,40
HSC_150neg_134,ST-HSC1,17.26914514,40,40,40,18.77321338,40,40,40,40,40,20.07202341,16.21529842,40,18.96988149,40,18.00262252,40,40,40,40,40,19.68213455,40,16.258875,18.86120334,16.19017692,19.10820781,19.28951583,15.82230258,18.37222547,15.58913693,20.29887927,18.70252122,18.99003561,24.68418415,19.42548986,20.55691073,23.84424692,15.87250431,25.61131995,40,40,40,17.7787666,40,18.50780536,13.84996632,40
HSC_150neg_135,ST-HSC1,40,40,40,40,40,40,19.52494656,17.98712866,21.06178002,40,18.0993082,16.43951653,40,21.17378474,40,40,40,40,40,17.96810008,40,19.06449496,40,17.38961358,40,18.18122664,16.93652991,18.53330748,16.48254255,40,20.80917903,21.14235427,20.78946327,40,24.89535974,19.0099316,40,40,18.42908505,40,18.41135349,40,18.64272206,40,40,40,15.02675876,40
HSC_150neg_136,ST-HSC1,19.2538083,18.00714895,40,40,40,40,19.61022049,18.09907633,40,40,16.57431712,18.54893801,40,40,17.83583126,40,40,20.69678747,40,40,21.5978333,18.85448376,40,18.16846119,40,17.24524052,18.92711167,40,17.05386589,40,15.86404411,22.891655,21.50978581,18.23662857,25.32224901,19.99951252,20.74425185,40,17.0945733,40,17.11700296,40,19.92285549,40,40,20.68106946,14.09933015,40
HSC_150neg_137,ST-HSC1,18.77412155,17.73067223,40,40,18.64446426,18.01830996,17.67632443,16.16126003,40,18.83366753,40,15.15102359,40,19.93492547,17.39831301,16.58695356,40,40,40,19.97011258,40,19.58422443,40,16.82326518,20.02021885,16.623763,16.99778845,17.28376212,14.99754218,18.95041359,17.95920685,18.73654607,17.44140899,21.84142293,40,17.19881978,19.71255991,40,16.35243172,25.76275629,19.36169411,21.32303639,19.91043655,40,40,18.28426995,13.31587064,40
HSC_150neg_138,ST-HSC1,18.2217294,21.95595401,40,40,40,40,40,19.00035682,40,40,18.1380852,16.44192283,40,21.61590458,40,40,40,40,17.63114967,26.70691472,40,20.03774494,40,16.9349252,40,15.78615953,19.30453211,17.6799188,19.07782811,40,15.67907208,19.40981692,20.33783132,21.09381723,40,20.45286221,20.43502264,40,19.65222567,26.83325049,16.91603484,40,20.47072858,18.53518727,40,40,13.75315419,40
HSC_150neg_139,ST-HSC1,16.94862955,40,40,40,18.68268677,40,19.63179,40,18.17041606,16.04382779,40,15.68698663,40,40,40,40,40,40,40,40,40,16.4220656,40,19.88502936,40,19.74084651,17.25240406,40,40,40,40,22.28307435,17.76392839,40,23.22279803,18.0336694,18.65658758,40,40,24.30649328,15.03388029,40,40,40,40,23.43215666,11.90894325,40
HSC_150neg_140,ST-HSC1,16.64372666,19.35947558,40,40,40,40,40,16.62703366,40,19.13996749,19.13177828,17.41372422,40,20.77423044,40,40,40,18.37536733,40,19.1640253,40,16.9626371,40,16.17659818,19.97203634,17.75274383,17.46787754,18.73663639,15.41992643,40,15.69016076,19.84471075,19.3580804,40,40,19.7689426,17.95318546,40,18.39560136,26.12388569,17.53754041,23.81799944,18.70839013,40,40,40,12.08992603,40
